attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,AcademicRisk
72.99,58.54,65.58,99.68,2.17,6,Male,Medium Risk
83.47,96.83,93.61,57.08,2.49,8,Female,Low Risk
22.79,75.93,55.4,2.12,1.27,1,Male,High Risk
35.68,17.57,57.64,39.6,0.38,8,Female,High Risk
72.59,77.58,56.55,25.5,2.09,5,Male,Medium Risk
97.94,61.52,71.03,56.47,2.57,6,Female,Low Risk
80.56,49.9,97.96,79.03,3.17,7,Female,Low Risk
50.32,94.19,53.48,99.5,2.64,7,Male,Low Risk
82.91,99.8,78.62,93.51,3.76,6,Female,Low Risk
66.62,86.57,14.14,36.61,0.19,2,Male,High Risk
29.94,4.74,2.48,43.0,3.53,1,Male,High Risk
93.18,88.47,29.32,48.31,3.53,6,Other,Low Risk
97.02,69.17,50.56,68.74,2.44,1,Male,Low Risk
75.29,87.12,58.4,67.33,2.46,1,Female,Low Risk
53.77,84.86,73.76,80.07,3.49,2,Male,Low Risk
82.08,17.71,35.95,40.11,1.2,3,Male,High Risk
67.76,41.23,80.6,64.76,3.65,8,Male,Medium Risk
28.0,51.93,95.47,87.06,0.93,1,Other,Medium Risk
73.68,65.34,87.27,80.84,2.23,4,Male,Low Risk
70.76,89.16,74.65,55.95,3.25,7,Male,Low Risk
0.73,27.8,70.3,63.38,3.93,7,Female,Medium Risk
21.48,62.29,16.77,36.27,2.75,2,Female,High Risk
65.96,62.2,95.64,99.22,3.88,3,Male,Low Risk
71.82,56.71,49.66,80.99,2.73,4,Male,Medium Risk
21.61,73.83,85.54,89.82,1.56,6,Male,Medium Risk
58.01,57.57,99.68,75.78,3.29,3,Male,Low Risk
73.26,76.4,75.85,75.28,2.3,5,Female,Low Risk
64.6,50.74,63.79,52.35,3.27,2,Female,Medium Risk
84.57,94.69,95.82,53.98,2.9,2,Female,Low Risk
90.87,47.7,58.14,74.49,2.39,7,Female,Medium Risk
92.78,62.3,86.41,72.33,3.82,7,Male,Low Risk
80.23,77.92,72.71,78.01,2.05,6,Male,Low Risk
99.57,78.14,60.69,72.54,2.95,6,Male,Low Risk
95.74,64.29,71.28,50.61,4.0,1,Female,Low Risk
50.37,93.96,92.52,55.84,2.75,7,Female,Low Risk
84.81,93.63,65.43,60.03,3.56,3,Female,Low Risk
89.68,93.61,76.71,31.01,3.43,5,Male,Low Risk
62.7,14.09,2.32,5.07,3.62,4,Other,High Risk
4.41,34.01,35.13,34.01,1.95,1,Other,High Risk
73.59,84.64,51.35,58.91,3.11,2,Female,Low Risk
81.33,51.52,81.08,74.8,3.85,8,Male,Low Risk
64.9,59.17,68.33,78.11,3.66,8,Other,Low Risk
70.06,81.93,9.43,89.6,3.77,4,Other,Low Risk
73.58,78.64,81.26,50.28,3.93,7,Male,Low Risk
94.11,45.41,56.48,77.42,2.56,5,Female,Medium Risk
71.23,84.86,34.64,50.89,3.9,2,Female,Low Risk
61.38,88.24,26.53,68.13,0.61,4,Male,Medium Risk
61.1,54.91,86.91,60.5,2.03,4,Male,Medium Risk
93.32,48.83,67.42,81.17,3.05,3,Female,Low Risk
59.64,83.1,63.03,92.16,3.33,7,Male,Low Risk
56.07,56.72,71.64,89.23,2.24,2,Female,Medium Risk
88.45,87.39,54.53,78.99,2.91,6,Female,Low Risk
96.55,72.53,70.8,91.48,3.18,2,Male,Low Risk
84.25,47.93,92.74,54.14,3.87,2,Male,Low Risk
50.87,57.71,53.32,91.8,2.02,6,Male,Medium Risk
90.89,73.75,89.62,73.8,2.35,4,Female,Low Risk
59.6,48.79,81.08,79.39,2.87,1,Female,Medium Risk
53.83,98.17,77.82,81.76,3.34,3,Female,Low Risk
75.13,66.02,69.15,79.43,2.45,6,Female,Medium Risk
83.61,20.02,63.03,57.7,1.6,3,Other,Medium Risk
86.32,77.95,56.33,72.35,2.32,6,Male,Low Risk
66.98,87.9,89.82,84.75,3.3,1,Male,Low Risk
53.22,43.62,66.44,89.07,3.17,2,Female,Medium Risk
79.45,69.33,70.82,90.18,3.86,5,Male,Low Risk
70.1,88.85,65.28,69.61,2.99,6,Male,Low Risk
56.04,46.47,72.23,57.81,2.33,1,Male,Medium Risk
65.98,77.74,64.94,88.92,2.6,5,Female,Low Risk
75.19,40.1,80.16,64.69,3.72,8,Male,Low Risk
58.32,83.28,56.57,60.84,3.25,8,Female,Medium Risk
86.13,92.04,54.67,71.17,2.41,5,Female,Low Risk
70.92,40.78,13.95,33.69,0.93,2,Male,High Risk
59.14,41.15,75.3,62.74,2.5,8,Female,Medium Risk
85.17,86.73,55.93,99.96,3.67,7,Female,Low Risk
70.58,61.04,59.44,79.26,2.93,3,Male,Medium Risk
91.57,99.3,83.92,83.79,3.9,1,Female,Low Risk
99.91,72.2,55.86,61.04,2.3,2,Female,Low Risk
99.19,94.68,52.47,82.56,3.95,3,Female,Low Risk
94.74,73.82,97.85,74.61,3.45,2,Female,Low Risk
54.78,56.68,56.47,58.25,2.27,2,Female,Medium Risk
66.01,14.23,11.14,13.24,0.31,7,Other,High Risk
85.84,59.23,67.42,52.37,2.94,1,Female,Medium Risk
86.01,64.6,8.42,81.01,2.34,8,Female,Medium Risk
77.43,67.12,33.36,89.84,3.05,6,Male,Low Risk
74.48,48.82,93.96,71.98,2.28,7,Male,Medium Risk
10.83,31.26,17.19,38.59,3.89,3,Female,High Risk
47.44,94.27,95.5,49.07,3.08,1,Male,Low Risk
22.27,35.28,94.21,88.6,2.23,4,Female,Medium Risk
73.67,50.4,61.94,74.48,2.9,6,Female,Medium Risk
82.09,69.49,74.88,26.47,2.57,4,Male,Medium Risk
89.12,70.45,59.87,93.79,2.79,5,Male,Low Risk
55.01,76.88,29.36,79.04,1.06,7,Male,Medium Risk
50.94,98.21,55.06,87.41,3.32,8,Male,Low Risk
85.96,37.82,85.17,24.17,2.47,4,Other,Medium Risk
60.69,87.64,90.35,98.81,2.45,3,Female,Low Risk
53.45,42.52,89.78,61.93,3.01,3,Female,Medium Risk
65.32,55.67,24.58,81.08,0.3,1,Female,High Risk
80.85,42.52,94.01,80.71,2.75,8,Female,Low Risk
97.05,94.84,27.34,2.94,1.32,6,Other,Medium Risk
89.35,55.78,71.04,77.04,3.3,8,Other,Low Risk
74.08,84.71,52.12,68.44,2.1,1,Male,Medium Risk
60.82,70.62,74.69,61.39,2.79,5,Male,Medium Risk
86.65,57.46,99.62,67.66,3.52,1,Male,Low Risk
89.13,51.97,55.06,63.53,2.76,8,Female,Medium Risk
78.93,87.25,85.01,99.55,2.27,4,Male,Low Risk
21.61,48.5,71.67,28.67,3.03,7,Female,High Risk
82.05,58.71,54.1,64.24,3.87,3,Male,Low Risk
6.32,80.79,61.63,42.84,3.21,1,Female,Medium Risk
93.66,99.72,33.02,97.93,2.77,5,Male,Low Risk
96.62,79.96,77.49,54.35,3.32,5,Male,Low Risk
44.49,54.7,14.67,33.63,3.95,2,Male,Medium Risk
85.85,43.72,66.78,56.88,2.49,4,Female,Medium Risk
96.1,76.09,88.08,55.49,2.25,5,Other,Low Risk
93.82,72.17,92.69,68.68,2.1,7,Female,Low Risk
77.13,56.38,98.19,65.08,2.58,5,Male,Low Risk
62.34,89.11,98.72,77.5,2.51,7,Female,Low Risk
71.68,62.69,97.73,54.85,3.81,1,Male,Low Risk
95.36,61.29,66.18,76.4,3.94,2,Female,Low Risk
74.01,57.96,42.35,88.95,3.47,1,Other,Low Risk
24.05,28.27,18.18,97.49,3.12,2,Other,High Risk
74.22,11.99,80.74,64.75,1.36,1,Other,Medium Risk
72.27,51.74,88.33,53.07,2.44,5,Female,Medium Risk
94.79,45.58,80.77,69.39,3.53,6,Female,Low Risk
72.89,90.24,58.47,68.73,3.39,5,Female,Low Risk
91.92,64.14,88.06,89.88,3.14,1,Male,Low Risk
75.02,59.88,98.71,53.47,2.61,4,Male,Medium Risk
96.01,42.2,80.97,85.59,2.76,2,Female,Low Risk
56.86,76.07,64.21,57.5,2.55,1,Male,Medium Risk
66.24,98.1,97.55,54.29,2.7,1,Male,Low Risk
23.22,95.21,55.93,89.77,1.11,4,Male,Medium Risk
70.27,74.01,67.42,67.35,2.44,1,Female,Medium Risk
65.1,58.76,61.18,90.67,2.09,5,Female,Medium Risk
57.77,85.75,68.93,92.4,2.29,8,Female,Low Risk
79.82,49.55,63.96,73.47,2.46,8,Female,Medium Risk
81.93,47.11,87.55,75.28,3.47,8,Male,Low Risk
90.43,91.72,84.53,51.61,3.63,4,Female,Low Risk
90.51,36.47,47.96,91.39,3.54,3,Male,Low Risk
97.36,90.84,71.1,59.5,3.63,4,Female,Low Risk
90.27,94.46,25.79,51.46,3.63,8,Male,Low Risk
90.68,69.46,77.44,84.77,2.77,1,Female,Low Risk
23.26,36.75,36.64,32.75,1.52,2,Other,High Risk
65.0,43.76,82.13,58.8,3.54,1,Male,Medium Risk
55.62,22.59,67.04,9.7,0.08,7,Male,High Risk
99.43,79.03,64.43,79.37,3.63,1,Female,Low Risk
48.35,53.34,32.38,10.53,2.66,4,Male,High Risk
36.95,27.42,72.93,30.97,2.16,8,Other,High Risk
54.05,46.98,59.57,65.8,2.61,1,Male,Medium Risk
83.63,98.21,84.17,79.71,2.84,5,Female,Low Risk
58.83,52.45,93.65,61.64,2.14,4,Male,Medium Risk
57.49,71.96,63.47,63.0,3.97,5,Male,Low Risk
97.46,82.48,96.86,62.68,0.92,3,Female,Low Risk
82.06,98.37,24.49,64.72,3.63,1,Female,Low Risk
4.74,13.82,91.88,0.93,0.75,7,Male,High Risk
59.1,61.31,73.54,99.3,3.54,3,Male,Low Risk
56.51,54.83,25.06,45.28,0.35,3,Other,High Risk
65.47,63.59,64.46,57.61,2.05,4,Male,Medium Risk
67.75,65.23,68.91,99.96,2.41,2,Male,Low Risk
13.76,0.44,19.3,23.59,3.2,1,Other,High Risk
96.54,89.59,70.56,94.58,3.61,1,Male,Low Risk
86.32,91.11,51.85,45.57,2.21,4,Other,Medium Risk
91.6,59.19,71.8,82.83,2.21,4,Male,Low Risk
57.24,55.12,99.43,92.47,2.49,7,Female,Medium Risk
51.03,70.24,64.54,61.69,2.39,5,Female,Medium Risk
38.97,50.31,52.25,36.08,1.79,2,Other,High Risk
80.12,90.76,76.77,88.99,2.24,5,Other,Low Risk
20.21,75.66,99.08,92.85,2.02,7,Female,Medium Risk
45.99,98.98,50.59,49.83,2.24,4,Male,Medium Risk
68.85,66.33,82.27,77.25,2.23,1,Female,Medium Risk
73.8,83.97,93.2,63.45,2.29,5,Female,Low Risk
65.29,79.55,82.87,99.07,3.18,4,Female,Low Risk
95.4,86.62,40.15,60.72,3.97,6,Female,Low Risk
84.42,54.5,64.56,83.57,2.4,1,Male,Medium Risk
55.66,53.38,87.53,73.75,3.09,2,Female,Medium Risk
84.06,47.74,66.92,88.39,2.73,2,Other,Low Risk
65.6,93.1,57.54,84.48,3.5,7,Male,Low Risk
94.42,78.03,98.46,82.2,2.58,2,Male,Low Risk
39.15,55.3,23.25,22.23,1.53,4,Other,High Risk
75.33,82.39,67.51,58.12,3.86,5,Female,Low Risk
19.52,5.79,94.93,40.29,3.34,1,Other,High Risk
61.06,90.23,90.88,81.77,3.65,2,Female,Low Risk
83.12,80.07,84.3,52.18,2.92,5,Male,Low Risk
74.51,87.26,59.03,68.7,2.99,5,Male,Low Risk
35.21,7.51,42.07,66.87,3.35,4,Female,High Risk
98.56,83.86,99.29,77.56,2.16,5,Male,Low Risk
72.79,61.37,51.12,58.03,2.08,8,Female,Medium Risk
66.84,47.11,56.52,76.5,2.54,5,Female,Medium Risk
63.94,45.71,64.48,92.74,3.49,1,Female,Low Risk
61.54,54.99,73.95,83.77,3.32,7,Female,Low Risk
71.57,95.59,66.31,52.35,2.14,2,Male,Medium Risk
59.36,29.94,68.23,74.01,1.33,6,Other,Medium Risk
90.49,90.55,75.9,50.65,3.33,4,Female,Low Risk
35.32,61.52,21.81,66.29,3.07,6,Male,Medium Risk
90.59,88.04,76.67,88.9,3.99,3,Male,Low Risk
85.98,66.6,82.73,56.92,2.94,5,Female,Low Risk
63.47,86.46,96.18,50.76,3.06,5,Male,Low Risk
71.96,76.15,94.47,56.65,3.89,3,Female,Low Risk
50.46,97.58,57.16,86.48,3.28,3,Female,Low Risk
88.2,90.5,90.62,78.24,2.64,2,Female,Low Risk
97.8,43.62,20.62,96.1,3.34,3,Male,Low Risk
39.13,71.57,19.92,94.74,3.99,2,Other,Medium Risk
95.09,91.36,41.93,97.68,3.53,1,Male,Low Risk
59.93,49.49,51.14,82.82,3.69,7,Female,Medium Risk
89.49,79.12,91.91,91.45,2.7,7,Female,Low Risk
95.08,60.07,90.52,95.65,2.37,5,Male,Low Risk
92.14,89.35,53.4,63.09,3.39,3,Male,Low Risk
19.35,70.86,31.13,99.87,2.93,5,Female,Medium Risk
64.74,54.56,92.97,61.34,3.0,2,Male,Medium Risk
49.48,68.88,77.25,91.93,3.05,4,Female,Low Risk
80.16,56.44,92.21,51.96,3.76,8,Male,Low Risk
75.28,79.96,54.43,87.86,2.02,3,Female,Medium Risk
99.79,96.3,57.35,53.01,2.64,3,Female,Low Risk
72.54,82.23,74.73,80.54,2.69,6,Female,Low Risk
94.44,73.96,55.97,92.71,3.11,6,Male,Low Risk
75.35,57.76,79.31,82.46,2.78,4,Female,Low Risk
73.47,64.22,50.02,98.76,3.84,7,Other,Low Risk
89.53,57.45,90.59,79.31,3.61,5,Female,Low Risk
53.04,85.1,64.91,61.74,3.34,4,Male,Low Risk
58.8,41.17,59.47,69.14,3.83,6,Male,Medium Risk
55.58,91.78,79.0,55.96,3.19,8,Female,Low Risk
98.14,73.69,76.23,98.22,3.76,5,Female,Low Risk
93.89,65.19,68.19,93.37,2.58,6,Other,Low Risk
88.46,36.06,30.52,13.75,3.67,7,Female,Medium Risk
66.76,63.94,54.43,82.64,2.66,3,Female,Medium Risk
50.84,71.11,88.04,86.05,3.6,6,Male,Low Risk
99.88,61.35,88.98,90.86,3.17,3,Female,Low Risk
73.16,65.12,21.06,30.4,3.88,2,Female,Medium Risk
64.84,57.22,75.5,95.2,3.39,7,Male,Low Risk
99.78,68.37,87.68,99.1,2.18,2,Female,Low Risk
88.11,98.07,83.52,76.11,3.97,2,Male,Low Risk
65.75,93.15,86.58,94.43,3.5,1,Female,Low Risk
58.96,70.41,66.72,85.68,3.35,7,Male,Low Risk
60.55,77.98,59.68,82.0,3.74,5,Female,Low Risk
54.0,59.68,75.26,79.39,2.97,6,Male,Medium Risk
86.49,54.46,69.67,77.27,2.82,5,Female,Low Risk
54.24,83.66,94.81,60.15,3.1,2,Female,Low Risk
21.54,93.86,63.86,89.96,0.44,6,Female,High Risk
55.08,74.96,60.64,67.78,3.73,1,Female,Low Risk
94.09,84.84,43.04,98.0,1.85,5,Female,Low Risk
52.63,99.36,78.46,54.39,2.02,1,Male,Medium Risk
67.62,87.53,83.39,73.04,3.89,8,Female,Low Risk
36.46,62.6,48.21,84.65,2.28,1,Male,Medium Risk
73.23,70.54,23.63,28.33,1.7,5,Male,Medium Risk
81.64,69.73,72.25,84.32,2.94,2,Male,Low Risk
74.8,84.28,60.56,94.44,3.41,6,Female,Low Risk
69.59,93.3,97.56,67.79,2.16,2,Male,Low Risk
81.09,82.98,54.43,65.07,3.72,3,Male,Low Risk
84.86,65.26,80.44,53.27,2.53,1,Male,Low Risk
18.94,28.6,96.44,9.43,3.47,2,Other,High Risk
53.16,76.7,79.74,61.06,3.34,1,Male,Low Risk
86.17,89.99,91.25,2.2,3.19,3,Other,Low Risk
99.75,51.65,72.37,8.5,3.82,3,Male,Low Risk
82.69,99.7,94.68,83.73,2.58,3,Male,Low Risk
45.04,92.56,77.94,80.76,2.81,6,Other,Low Risk
43.0,43.25,25.3,77.58,3.09,5,Female,Medium Risk
80.96,30.94,76.42,89.81,3.35,2,Female,Low Risk
72.89,40.86,52.59,71.87,3.44,4,Female,Medium Risk
88.04,92.79,56.25,98.98,3.48,4,Male,Low Risk
50.54,88.62,27.14,77.52,2.65,8,Male,Medium Risk
95.55,86.84,29.08,99.78,1.27,7,Female,Medium Risk
68.77,64.1,94.92,83.47,3.45,7,Male,Low Risk
51.68,40.35,13.63,68.62,1.72,4,Other,High Risk
73.41,41.33,84.18,64.83,2.15,7,Female,Medium Risk
75.77,39.97,45.3,60.53,3.95,3,Male,Medium Risk
25.51,51.11,94.86,38.13,3.5,2,Other,Medium Risk
79.1,71.87,74.66,73.0,2.74,4,Male,Low Risk
74.47,72.48,73.24,54.62,2.45,7,Female,Medium Risk
13.95,23.26,97.5,77.1,3.75,8,Other,Medium Risk
94.41,95.62,73.44,64.16,3.59,8,Female,Low Risk
57.45,76.11,64.35,90.99,3.24,1,Male,Low Risk
66.28,83.26,83.47,51.41,3.8,3,Male,Low Risk
52.03,65.92,73.53,60.84,2.07,1,Female,Medium Risk
63.36,87.79,67.33,98.43,2.12,1,Male,Low Risk
97.7,21.22,69.09,63.65,2.52,2,Male,Medium Risk
6.51,53.75,63.83,13.96,2.21,6,Male,High Risk
58.86,59.94,66.78,71.68,2.37,7,Female,Medium Risk
36.01,52.71,69.58,31.72,1.91,6,Other,High Risk
9.95,60.63,6.64,24.13,0.24,8,Female,High Risk
98.51,84.43,40.76,87.59,1.74,7,Male,Low Risk
52.0,93.6,98.44,32.57,3.13,3,Female,Low Risk
63.38,61.89,60.28,53.75,2.66,7,Female,Medium Risk
89.91,55.2,95.26,63.98,3.73,1,Female,Low Risk
92.55,70.93,76.19,99.55,3.12,5,Male,Low Risk
73.14,62.79,53.38,70.86,2.64,1,Female,Medium Risk
52.46,40.94,72.64,83.9,2.3,8,Female,Medium Risk
77.1,43.91,61.66,99.41,2.77,7,Female,Medium Risk
68.45,40.03,56.09,54.67,2.81,1,Male,Medium Risk
87.68,40.35,84.19,77.73,3.68,8,Male,Low Risk
73.19,86.14,75.36,77.9,3.53,2,Male,Low Risk
39.16,83.8,54.47,56.46,1.44,3,Other,Medium Risk
54.64,81.41,73.27,95.51,2.01,8,Female,Medium Risk
78.04,44.09,72.61,89.56,2.89,1,Male,Low Risk
67.12,80.1,59.14,54.7,2.95,7,Male,Medium Risk
59.26,59.71,59.91,71.58,2.14,5,Female,Medium Risk
77.31,56.31,89.1,58.62,3.08,3,Female,Low Risk
74.08,93.76,94.21,91.9,3.47,4,Female,Low Risk
55.25,4.19,43.95,21.38,3.67,5,Other,High Risk
63.03,50.88,57.58,98.11,2.45,4,Female,Medium Risk
72.56,81.5,79.69,67.06,2.99,3,Female,Low Risk
40.37,58.62,56.09,17.58,0.42,8,Male,High Risk
63.95,92.93,59.97,85.43,3.79,2,Male,Low Risk
83.34,50.94,90.12,76.57,2.74,8,Male,Low Risk
59.15,55.64,98.48,99.45,2.75,2,Male,Low Risk
61.2,83.63,86.16,50.7,3.34,6,Male,Low Risk
63.17,54.89,0.44,99.43,3.26,7,Female,Medium Risk
75.26,87.18,66.45,64.62,3.71,6,Female,Low Risk
71.43,45.6,57.43,95.68,3.13,2,Female,Medium Risk
98.06,71.68,97.22,64.68,2.7,3,Female,Low Risk
93.55,80.31,89.47,55.87,2.12,7,Male,Low Risk
58.61,98.06,57.23,70.75,3.5,5,Female,Low Risk
58.64,50.97,76.22,52.57,3.6,2,Male,Medium Risk
82.7,63.95,73.51,71.17,3.43,3,Male,Low Risk
71.62,62.55,65.23,17.59,2.68,8,Other,Medium Risk
75.04,80.55,99.07,80.62,3.23,1,Female,Low Risk
67.26,71.21,85.46,75.16,3.22,6,Female,Low Risk
89.63,91.93,59.31,63.01,3.6,1,Male,Low Risk
60.06,58.78,70.34,79.02,2.14,3,Male,Medium Risk
96.35,52.41,69.16,75.27,3.6,4,Male,Low Risk
80.54,42.26,96.78,90.12,3.04,2,Male,Low Risk
17.42,69.44,17.9,13.74,0.59,8,Female,High Risk
61.81,59.82,53.81,66.48,2.64,5,Male,Medium Risk
68.53,11.07,10.62,73.99,0.22,3,Other,High Risk
97.81,77.27,98.36,95.05,2.8,3,Female,Low Risk
75.44,85.64,69.14,58.79,3.94,8,Female,Low Risk
50.82,48.95,33.31,43.13,3.12,4,Other,Medium Risk
96.27,59.91,81.66,13.05,3.27,7,Male,Low Risk
95.67,89.17,32.09,2.02,2.42,6,Female,Medium Risk
74.3,77.9,38.63,67.69,3.53,7,Male,Low Risk
58.04,8.13,43.46,18.27,3.53,2,Female,High Risk
55.26,71.31,63.29,81.93,3.42,2,Female,Low Risk
76.87,51.42,89.3,51.35,3.93,3,Male,Low Risk
92.48,21.33,54.23,23.48,3.6,7,Male,Medium Risk
77.07,57.78,50.75,73.61,2.3,1,Male,Medium Risk
55.04,54.91,69.57,79.78,3.86,3,Female,Low Risk
8.89,73.24,26.81,66.09,3.49,3,Female,Medium Risk
85.44,59.28,88.43,28.54,3.38,1,Other,Low Risk
20.99,69.6,25.71,89.19,2.63,6,Other,Medium Risk
72.26,94.87,66.96,89.45,2.79,8,Female,Low Risk
8.64,87.85,92.43,82.16,2.25,2,Female,Medium Risk
85.61,79.1,77.32,58.11,3.6,2,Female,Low Risk
16.07,2.17,94.71,100.0,3.05,1,Male,Medium Risk
73.4,70.28,52.16,99.36,2.76,1,Male,Low Risk
93.97,58.73,62.83,58.53,3.94,4,Female,Low Risk
91.17,63.69,90.33,56.4,2.52,8,Other,Low Risk
55.72,41.46,94.23,80.03,3.05,2,Female,Medium Risk
76.02,68.89,97.82,76.1,3.86,1,Male,Low Risk
46.8,52.86,26.54,96.37,3.65,5,Other,Medium Risk
91.91,68.83,65.16,88.69,2.28,7,Female,Low Risk
88.48,59.04,8.21,16.08,0.31,5,Male,High Risk
54.04,59.73,75.29,99.99,3.05,7,Female,Low Risk
96.7,87.08,60.48,50.35,2.07,6,Male,Low Risk
44.94,11.35,56.76,18.55,2.72,3,Male,High Risk
61.94,68.33,74.58,54.15,3.32,2,Female,Medium Risk
58.58,45.45,77.19,55.56,1.12,5,Other,Medium Risk
91.07,89.83,4.26,98.1,3.18,6,Female,Low Risk
86.39,61.05,54.4,87.96,3.3,2,Male,Low Risk
79.79,98.45,56.51,7.91,0.41,3,Other,Medium Risk
68.19,84.4,89.49,99.91,3.91,4,Male,Low Risk
82.17,86.0,88.96,78.47,2.08,7,Female,Low Risk
54.11,71.09,76.95,72.39,3.2,4,Male,Low Risk
61.05,50.51,84.53,72.26,3.23,5,Male,Medium Risk
77.95,75.83,52.4,63.18,2.98,4,Male,Low Risk
74.29,99.74,60.76,68.88,2.33,4,Male,Low Risk
66.89,48.22,60.34,95.7,3.43,5,Male,Low Risk
83.11,76.66,50.0,86.58,2.33,3,Female,Low Risk
68.92,95.23,78.94,63.04,3.02,8,Female,Low Risk
76.78,42.84,64.4,93.6,3.39,1,Male,Low Risk
56.39,67.87,52.92,77.08,2.33,2,Female,Medium Risk
96.27,76.1,78.33,87.65,2.26,3,Female,Low Risk
13.68,68.46,49.11,1.68,1.1,8,Other,High Risk
79.77,71.42,89.12,61.68,3.67,5,Female,Low Risk
68.57,62.84,85.94,51.77,2.71,4,Male,Medium Risk
0.89,88.37,72.78,78.79,0.29,3,Other,High Risk
86.71,24.7,41.55,36.79,3.59,8,Female,Medium Risk
91.34,90.25,82.91,63.13,2.48,5,Female,Low Risk
91.7,49.04,95.63,87.52,3.3,7,Other,Low Risk
94.89,42.78,96.2,88.8,3.7,8,Male,Low Risk
54.85,98.03,54.86,59.21,2.05,1,Male,Medium Risk
68.72,94.66,97.33,95.94,3.36,6,Female,Low Risk
34.4,51.92,29.25,79.91,1.99,5,Other,High Risk
76.1,31.63,20.53,45.36,2.19,7,Other,High Risk
66.51,81.83,55.09,59.2,2.54,8,Male,Medium Risk
77.36,97.94,95.68,94.95,3.44,4,Male,Low Risk
31.46,77.39,76.48,84.43,3.58,2,Female,Medium Risk
94.11,78.97,2.76,81.85,3.09,8,Female,Low Risk
78.98,80.74,84.21,4.96,1.71,6,Other,Medium Risk
56.53,96.13,89.15,50.63,2.43,4,Male,Medium Risk
95.17,90.35,66.57,95.93,1.58,8,Male,Low Risk
3.66,63.39,90.62,97.67,2.6,2,Other,Medium Risk
53.55,68.39,84.6,92.86,2.33,6,Female,Medium Risk
54.12,86.71,50.61,55.29,3.46,4,Female,Medium Risk
21.02,65.64,74.99,5.93,3.08,6,Male,High Risk
22.07,10.56,52.48,90.72,1.25,4,Other,High Risk
69.51,96.46,85.79,77.56,2.6,6,Male,Low Risk
79.48,83.77,28.44,30.38,3.5,1,Male,Medium Risk
79.98,45.01,42.86,36.18,1.54,6,Female,Medium Risk
56.33,63.9,68.38,62.79,3.35,7,Female,Medium Risk
76.87,56.23,62.15,74.94,3.26,2,Female,Low Risk
65.54,76.41,99.99,4.02,0.81,4,Male,Medium Risk
73.08,60.42,82.18,97.94,3.39,6,Female,Low Risk
87.1,66.35,43.61,64.9,3.74,5,Male,Low Risk
57.28,60.5,71.3,85.24,3.17,1,Male,Medium Risk
50.77,54.0,72.97,71.08,3.4,4,Female,Medium Risk
70.21,94.72,60.38,88.98,3.63,6,Male,Low Risk
52.91,60.73,78.48,59.45,2.9,2,Male,Medium Risk
57.43,53.81,70.38,67.36,2.04,4,Female,Medium Risk
97.83,67.52,71.48,72.01,3.49,8,Male,Low Risk
63.26,98.16,96.62,61.69,1.87,3,Male,Low Risk
92.4,94.3,80.31,79.15,2.82,7,Male,Low Risk
59.5,94.97,80.06,69.1,2.72,7,Male,Low Risk
73.13,85.06,79.69,80.22,3.13,7,Male,Low Risk
51.97,45.24,86.12,77.01,3.42,3,Male,Medium Risk
59.04,96.89,72.04,60.54,2.55,4,Male,Medium Risk
51.15,45.94,59.72,93.99,3.79,6,Female,Medium Risk
77.72,91.62,61.8,86.05,2.4,4,Male,Low Risk
73.56,50.27,72.19,88.88,3.22,1,Female,Low Risk
46.16,38.76,55.66,97.01,1.26,8,Female,Medium Risk
27.85,71.48,61.78,81.28,1.62,1,Female,Medium Risk
39.72,65.84,90.91,81.48,1.66,4,Female,Medium Risk
57.12,80.87,61.04,29.54,2.9,2,Male,Medium Risk
81.7,47.57,78.35,71.35,3.19,8,Male,Low Risk
52.58,42.13,71.63,68.26,2.09,8,Female,Medium Risk
90.87,96.67,59.37,82.52,3.34,6,Female,Low Risk
57.16,42.8,89.94,83.86,3.56,4,Male,Low Risk
86.61,58.93,35.87,40.87,1.73,7,Female,Medium Risk
84.13,43.46,88.03,76.62,2.82,7,Female,Low Risk
46.23,88.92,94.13,21.95,0.4,8,Other,High Risk
13.21,90.19,54.68,28.51,3.51,2,Male,Medium Risk
72.48,43.83,51.03,76.21,2.98,8,Male,Medium Risk
77.19,63.5,75.49,64.45,2.21,8,Male,Medium Risk
14.32,24.65,19.9,22.58,2.62,4,Male,High Risk
84.85,69.2,75.7,54.49,3.41,6,Male,Low Risk
1.38,38.81,73.61,97.17,3.53,1,Female,Medium Risk
71.49,53.93,82.01,67.23,3.11,4,Male,Low Risk
59.94,92.89,83.25,64.79,2.86,6,Male,Low Risk
25.72,54.29,32.05,28.35,2.3,8,Male,High Risk
83.88,76.44,82.38,74.24,3.21,2,Female,Low Risk
42.84,34.32,98.55,69.13,2.89,3,Female,Medium Risk
87.54,22.97,45.25,35.27,0.47,5,Other,High Risk
47.78,95.9,83.76,74.14,2.51,4,Male,Low Risk
97.41,98.52,75.02,52.07,2.6,2,Male,Low Risk
97.87,94.88,53.91,70.95,3.38,4,Male,Low Risk
92.35,58.06,51.6,92.75,2.41,5,Male,Low Risk
52.39,65.44,66.19,69.06,2.96,3,Male,Medium Risk
67.68,86.49,96.56,90.62,3.19,8,Female,Low Risk
66.3,45.96,86.78,74.83,2.14,4,Male,Medium Risk
58.89,41.89,85.28,92.78,2.15,7,Male,Medium Risk
50.88,47.86,81.82,56.69,3.98,3,Male,Medium Risk
