attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,performance_score,AcademicRisk
75.35,88.1,27.81,20.21,0.74,4,Female,48.29,High Risk
46.61,86.6,64.97,93.66,3.99,7,Other,77.7,Low Risk
16.56,47.78,60.74,17.64,2.85,8,Male,43.27,High Risk
14.66,55.92,18.32,30.64,3.76,4,Other,45.69,High Risk
60.99,83.56,54.14,22.37,1.05,5,Other,50.0,Medium Risk
74.6,60.81,75.42,65.91,1.86,1,Male,63.64,Medium Risk
36.41,48.25,92.41,54.49,1.66,6,Other,51.16,Medium Risk
23.86,84.94,5.72,80.1,3.71,1,Other,59.01,Medium Risk
26.62,50.21,43.18,54.5,3.4,7,Male,52.6,Medium Risk
91.23,28.46,22.01,42.59,1.81,7,Male,49.5,High Risk
52.28,53.63,1.49,49.95,2.5,3,Female,47.14,High Risk
90.46,70.4,0.42,31.2,3.05,6,Female,60.5,Medium Risk
69.81,16.28,94.94,65.56,0.92,5,Male,50.53,Medium Risk
39.4,56.22,92.87,16.28,2.2,1,Male,51.22,Medium Risk
68.99,77.55,51.85,95.69,3.7,2,Female,78.01,Low Risk
42.73,84.01,73.8,78.89,3.23,1,Other,70.58,Low Risk
36.04,15.83,10.58,9.51,2.64,2,Female,31.69,High Risk
66.84,37.29,5.91,95.8,3.98,3,Female,64.3,Medium Risk
16.49,57.81,75.44,37.0,3.47,5,Female,54.24,Medium Risk
59.52,99.12,25.76,18.95,0.5,4,Female,44.54,High Risk
15.59,9.16,88.72,37.67,2.09,7,Other,37.75,High Risk
31.57,14.58,43.54,94.4,0.91,1,Other,37.19,High Risk
56.12,38.54,27.07,52.19,1.26,4,Female,41.5,High Risk
18.13,56.13,98.07,55.03,2.58,4,Other,54.85,Medium Risk
66.3,98.46,49.96,39.6,3.84,8,Male,73.7,Low Risk
2.46,9.31,26.63,82.0,2.11,6,Female,31.96,High Risk
5.94,69.85,80.29,71.77,2.65,7,Other,54.83,Medium Risk
50.27,15.18,35.19,56.58,1.65,4,Other,39.68,High Risk
28.79,6.43,35.02,17.61,2.65,3,Other,32.94,High Risk
78.13,11.06,99.7,87.92,1.14,7,Other,57.01,Medium Risk
0.47,85.34,61.91,16.27,3.09,8,Other,48.23,High Risk
85.24,58.51,92.0,74.51,2.94,1,Male,76.36,Low Risk
6.76,47.41,84.03,7.03,0.07,8,Male,25.27,High Risk
78.25,65.01,78.77,15.5,3.89,5,Other,71.02,Low Risk
30.52,75.42,84.6,34.77,0.24,4,Female,42.12,High Risk
68.25,13.98,19.99,0.74,3.15,7,Female,42.66,High Risk
33.97,7.12,47.53,75.38,1.14,5,Female,35.48,High Risk
71.51,38.21,58.91,91.79,3.8,6,Male,71.87,Low Risk
78.6,59.15,10.11,53.72,1.87,6,Male,52.74,Medium Risk
91.87,24.87,88.66,9.75,2.59,1,Other,58.89,Medium Risk
90.95,88.04,82.3,99.22,2.35,1,Other,82.26,Low Risk
15.44,19.77,29.13,52.94,3.53,6,Other,42.19,High Risk
74.4,53.16,47.61,44.95,2.56,3,Male,59.12,Medium Risk
73.75,77.67,39.72,65.84,3.64,4,Other,72.56,Low Risk
65.53,61.39,88.67,5.85,3.35,7,Other,63.78,Medium Risk
92.28,98.38,92.55,51.62,1.23,4,Female,72.06,Low Risk
65.14,76.94,42.12,48.87,2.81,1,Female,62.88,Medium Risk
84.6,86.24,74.05,26.77,3.51,8,Other,75.46,Low Risk
80.74,84.21,4.96,42.79,3.39,7,Female,65.38,Medium Risk
9.38,97.86,94.84,88.04,3.54,6,Other,71.47,Low Risk
69.59,84.55,72.09,17.4,1.46,4,Male,56.86,Medium Risk
45.48,8.31,57.93,40.85,3.24,8,Female,48.1,High Risk
8.89,73.24,26.81,66.09,3.49,3,Female,52.62,Medium Risk
23.58,57.33,76.73,83.5,1.59,8,Male,51.33,Medium Risk
52.51,92.31,63.5,1.58,3.65,3,Other,64.16,Medium Risk
71.93,89.13,88.83,82.27,1.73,5,Other,72.29,Low Risk
15.43,93.18,76.15,92.27,3.67,6,Female,70.69,Low Risk
94.66,72.78,12.69,93.77,2.33,7,Female,68.75,Medium Risk
95.76,30.27,98.62,37.84,0.8,7,Male,55.46,Medium Risk
79.31,86.44,25.96,45.08,0.89,6,Other,53.33,Medium Risk
15.23,69.63,44.62,38.1,1.21,6,Female,37.7,High Risk
60.86,62.82,62.23,32.18,0.26,7,Male,43.57,High Risk
48.32,67.47,36.71,84.38,2.13,1,Female,57.05,Medium Risk
76.92,91.97,39.41,7.31,3.22,2,Other,64.76,Medium Risk
97.86,85.46,79.04,33.38,2.85,4,Female,76.23,Low Risk
76.42,67.99,56.33,86.68,2.84,1,Other,71.9,Low Risk
15.29,85.71,79.82,84.56,2.5,1,Female,61.25,Medium Risk
92.44,71.06,75.15,78.31,3.33,3,Male,81.15,Low Risk
72.62,46.11,66.0,59.97,1.89,5,Other,58.09,Medium Risk
85.15,28.63,62.62,92.53,3.76,7,Female,73.79,Low Risk
36.37,81.91,64.46,7.73,0.57,7,Other,39.87,High Risk
69.4,64.74,13.51,44.1,3.57,5,Male,61.25,Medium Risk
90.16,98.46,98.24,95.3,0.29,4,Male,73.08,Low Risk
15.99,39.23,10.14,93.4,2.61,5,Male,43.69,High Risk
89.35,88.03,84.23,8.52,3.64,8,Male,76.61,Low Risk
48.99,3.34,57.44,55.83,0.06,6,Other,30.28,High Risk
31.81,34.62,58.51,59.64,1.26,6,Male,40.47,High Risk
32.26,89.66,76.84,74.22,2.67,4,Female,65.34,Medium Risk
90.67,47.66,69.97,32.17,3.8,4,Male,71.27,Low Risk
14.78,35.34,38.48,48.94,3.14,1,Male,43.5,High Risk
70.51,79.53,22.83,59.22,0.62,2,Male,49.72,High Risk
50.38,16.95,58.83,83.43,3.73,8,Other,60.64,Medium Risk
19.79,7.89,95.22,89.26,2.62,6,Female,50.57,Medium Risk
89.98,59.73,83.26,18.03,3.42,7,Other,71.01,Low Risk
99.67,13.26,69.28,88.98,3.88,3,Male,75.56,Low Risk
85.39,55.45,21.51,92.65,3.29,3,Male,70.12,Low Risk
76.32,24.53,8.48,41.38,3.09,8,Other,50.78,Medium Risk
70.22,81.66,76.5,77.08,3.55,8,Male,79.11,Low Risk
96.98,76.53,67.39,22.29,2.05,2,Other,65.82,Medium Risk
81.66,81.64,70.31,98.36,2.15,6,Male,75.48,Low Risk
54.57,54.35,89.89,97.18,2.82,7,Female,70.2,Low Risk
95.77,78.47,88.52,78.14,2.72,1,Female,81.64,Low Risk
92.98,90.05,18.53,68.62,0.86,8,Other,59.7,Medium Risk
94.28,54.26,45.04,31.24,0.3,5,Male,47.74,High Risk
19.52,5.79,94.93,40.29,3.34,1,Other,47.2,High Risk
52.75,37.53,96.99,17.29,1.28,8,Male,45.84,High Risk
45.34,78.72,32.51,78.44,2.62,1,Other,60.1,Medium Risk
41.24,85.53,88.38,91.8,3.14,7,Male,74.07,Low Risk
65.35,91.81,3.01,90.34,3.51,7,Female,70.64,Low Risk
48.46,73.65,80.87,86.49,3.58,4,Other,74.32,Low Risk
48.8,14.95,35.0,71.73,0.7,4,Female,35.57,High Risk
66.1,87.76,68.54,70.57,3.35,2,Male,75.88,Low Risk
88.54,85.51,33.08,74.43,2.24,4,Female,69.36,Medium Risk
89.4,96.85,97.4,79.88,1.16,6,Male,75.56,Low Risk
91.87,87.03,30.58,42.86,0.15,1,Female,52.33,Medium Risk
93.64,34.91,57.9,84.19,3.27,4,Other,72.14,Low Risk
53.78,17.32,59.76,56.74,3.09,8,Female,53.7,Medium Risk
96.21,59.17,59.11,36.48,2.26,7,Male,64.35,Medium Risk
81.1,43.56,73.68,73.57,3.16,3,Female,70.82,Low Risk
67.11,92.91,97.22,54.7,2.44,5,Female,73.4,Low Risk
15.16,96.04,96.48,68.5,3.71,7,Male,70.93,Low Risk
28.47,94.67,83.52,65.16,3.63,8,Male,71.04,Low Risk
82.37,53.97,83.08,71.2,3.26,3,Male,74.9,Low Risk
37.34,94.41,50.52,23.48,0.42,2,Female,41.94,High Risk
85.52,16.32,50.72,42.43,0.04,6,Other,38.87,High Risk
44.32,8.28,99.22,84.5,2.64,5,Other,56.79,Medium Risk
76.81,74.01,97.3,55.74,3.55,1,Male,79.15,Low Risk
71.62,62.55,65.23,17.59,2.68,8,Other,59.59,Medium Risk
27.09,48.9,3.73,80.4,0.41,7,Male,31.73,High Risk
90.53,49.1,55.39,42.31,2.83,5,Male,64.8,Medium Risk
96.14,93.15,43.41,22.86,3.34,3,Female,73.48,Low Risk
2.42,94.14,10.83,12.69,0.59,8,Other,26.65,High Risk
55.25,4.19,43.95,21.38,3.67,5,Other,47.39,High Risk
37.06,97.47,66.81,87.92,3.55,3,Other,74.16,Low Risk
97.79,27.98,30.7,12.71,3.02,5,Other,55.43,Medium Risk
84.27,65.44,37.2,68.07,3.41,4,Female,71.26,Low Risk
85.7,91.67,47.82,78.78,0.78,3,Female,63.62,Medium Risk
88.09,64.24,72.02,65.21,2.89,2,Male,73.52,Low Risk
25.67,96.98,78.47,96.76,3.35,2,Male,73.04,Low Risk
87.49,27.37,15.75,30.65,0.14,7,Male,35.18,High Risk
87.43,64.14,89.83,83.49,3.06,4,Female,79.81,Low Risk
95.88,89.19,96.3,80.83,1.18,1,Male,75.75,Low Risk
54.39,82.52,65.55,79.67,2.77,3,Other,69.2,Medium Risk
79.25,50.62,17.69,64.35,3.17,3,Male,62.05,Medium Risk
16.53,25.33,16.03,85.19,2.34,5,Other,39.01,High Risk
25.56,72.16,21.64,82.9,0.88,7,Other,42.0,High Risk
71.66,76.0,57.49,86.29,1.16,7,Other,61.93,Medium Risk
49.92,61.97,92.8,49.18,2.11,6,Female,59.36,Medium Risk
64.1,95.53,59.06,82.11,3.64,5,Male,79.06,Low Risk
97.08,70.98,41.26,89.24,3.83,2,Other,81.98,Low Risk
94.86,4.48,53.01,57.78,2.8,3,Female,58.73,Medium Risk
88.7,87.39,97.49,39.82,2.63,8,Female,76.69,Low Risk
61.6,77.34,49.51,51.29,3.98,4,Female,70.86,Low Risk
97.67,31.83,46.12,42.48,0.21,3,Other,45.39,High Risk
66.4,67.69,74.13,12.65,3.27,4,Other,63.59,Medium Risk
97.75,82.24,81.71,65.39,1.19,5,Female,70.39,Low Risk
68.48,24.77,46.03,64.49,1.29,5,Other,46.71,High Risk
89.83,56.3,91.92,29.99,0.46,8,Female,54.88,Medium Risk
54.73,56.08,50.55,63.67,1.63,6,Other,52.22,Medium Risk
62.47,21.28,44.79,20.27,0.09,2,Other,30.2,High Risk
99.73,35.03,1.22,12.56,2.21,2,Female,47.82,High Risk
88.08,88.63,44.31,75.74,2.05,5,Male,70.57,Low Risk
81.63,84.49,0.02,85.46,3.92,5,Male,74.63,Low Risk
54.06,55.24,71.46,27.46,2.66,4,Other,56.03,Medium Risk
43.78,34.38,76.58,74.26,0.99,4,Male,46.63,High Risk
43.61,32.46,52.17,43.12,2.39,6,Other,46.63,High Risk
88.89,71.67,85.19,87.42,2.36,2,Male,77.2,Low Risk
30.35,83.62,95.09,83.17,1.59,1,Male,60.99,Medium Risk
9.61,15.35,53.38,6.75,0.21,2,Male,15.8,High Risk
71.92,70.78,74.29,54.07,3.28,2,Male,71.89,Low Risk
16.45,85.44,94.29,9.95,3.01,4,Female,55.65,Medium Risk
63.22,74.73,95.69,42.24,2.59,7,Female,67.63,Medium Risk
31.94,17.5,18.87,90.15,3.14,6,Female,47.46,High Risk
97.33,81.22,86.07,48.29,3.35,2,Male,81.67,Low Risk
22.93,35.37,48.76,26.94,2.24,6,Other,38.16,High Risk
39.47,13.84,73.05,83.34,2.75,7,Male,53.28,Medium Risk
64.23,69.04,98.3,41.18,1.61,2,Other,60.85,Medium Risk
90.29,92.19,33.22,16.91,0.85,2,Male,53.84,Medium Risk
61.87,4.01,46.17,52.23,0.86,4,Male,36.4,High Risk
88.08,45.18,28.41,63.79,3.82,4,Other,68.76,Medium Risk
28.4,88.2,90.5,90.62,3.13,3,Female,71.47,Low Risk
59.3,22.8,63.76,5.08,3.93,1,Female,54.27,Medium Risk
46.83,96.22,45.06,18.09,0.87,2,Male,45.86,High Risk
76.93,89.2,54.56,10.56,2.14,5,Other,60.22,Medium Risk
61.05,66.97,60.62,92.35,3.18,6,Male,71.48,Low Risk
88.9,98.99,94.47,26.51,3.51,1,Female,82.11,Low Risk
7.73,78.54,56.75,56.54,3.52,1,Other,56.63,Medium Risk
65.31,51.33,76.06,65.84,3.57,3,Male,70.19,Low Risk
63.57,29.41,24.91,42.96,3.2,2,Other,51.95,Medium Risk
44.79,18.57,73.58,5.8,2.2,3,Female,40.57,High Risk
17.33,87.74,27.57,12.84,3.9,4,Male,52.32,Medium Risk
56.64,55.09,82.85,71.05,0.11,5,Male,48.95,High Risk
36.67,39.1,60.39,21.99,3.22,2,Female,49.47,High Risk
96.2,70.68,99.57,29.51,3.16,2,Female,77.3,Low Risk
80.34,27.3,47.0,96.79,3.98,4,Other,71.99,Low Risk
94.45,20.77,68.29,12.83,0.84,1,Female,45.18,High Risk
61.25,51.86,84.21,28.86,2.22,3,Male,56.52,Medium Risk
20.53,87.6,48.37,84.06,3.83,8,Male,66.45,Medium Risk
91.66,31.14,66.07,98.92,2.68,5,Female,70.64,Low Risk
43.0,43.25,25.3,77.58,3.09,5,Female,54.14,Medium Risk
44.8,78.73,95.53,79.63,1.66,8,Male,63.59,Medium Risk
5.68,39.92,85.66,39.32,0.47,3,Male,31.09,High Risk
95.28,0.35,21.28,18.02,3.13,3,Female,49.35,High Risk
25.45,65.91,2.05,99.11,1.04,6,Female,41.22,High Risk
38.55,80.76,92.76,76.05,3.79,5,Female,74.8,Low Risk
94.77,55.51,49.19,98.76,0.87,8,Male,62.42,Medium Risk
71.43,58.18,63.18,55.55,3.09,8,Male,66.62,Medium Risk
85.64,7.77,76.5,30.77,0.87,4,Other,44.49,High Risk
15.35,58.27,28.53,73.92,0.96,6,Other,36.86,High Risk
68.52,90.21,68.74,34.21,3.15,3,Female,70.3,Low Risk
32.06,96.43,62.18,27.75,1.8,2,Other,52.04,Medium Risk
42.02,18.81,33.9,70.38,0.82,6,Male,35.03,High Risk
42.59,61.08,0.39,62.64,1.13,2,Female,39.38,High Risk
42.05,79.86,93.75,17.22,3.06,6,Male,62.25,Medium Risk
77.83,82.2,67.1,61.3,2.92,2,Male,73.41,Low Risk
36.48,60.73,30.76,6.55,1.06,1,Female,33.49,High Risk
70.16,97.72,37.73,5.88,3.99,7,Male,68.56,Medium Risk
73.75,7.19,51.57,48.16,3.69,3,Female,57.9,Medium Risk
86.29,88.75,78.05,95.15,3.5,4,Female,87.18,Low Risk
98.67,71.02,51.56,91.33,2.1,7,Female,73.43,Low Risk
63.48,0.39,72.76,37.75,3.91,8,Other,56.96,Medium Risk
11.6,30.51,36.07,68.33,3.15,6,Other,44.35,High Risk
77.55,92.38,96.12,92.52,2.05,8,Other,78.97,Low Risk
90.29,28.9,15.27,31.0,3.04,4,Male,54.29,Medium Risk
39.15,55.3,23.25,22.23,1.53,4,Other,37.23,High Risk
99.09,81.25,80.64,19.13,3.49,7,Female,77.8,Low Risk
76.33,34.8,67.67,44.59,2.43,3,Male,58.07,Medium Risk
63.65,86.42,78.76,93.52,2.88,2,Female,77.04,Low Risk
73.15,77.33,81.95,29.27,3.22,7,Other,70.56,Low Risk
83.0,58.52,38.2,66.36,3.91,4,Male,72.58,Low Risk
94.11,78.97,2.76,81.85,3.09,8,Female,71.33,Low Risk
86.98,30.96,71.89,57.74,3.93,1,Male,71.94,Low Risk
59.87,52.86,89.02,45.45,3.25,1,Male,66.02,Medium Risk
72.6,11.05,99.95,94.19,3.59,8,Female,71.92,Low Risk
49.64,46.58,0.55,78.66,1.32,8,Other,41.86,High Risk
74.35,87.01,98.67,57.78,2.92,3,Female,77.71,Low Risk
14.69,86.08,82.31,53.89,3.28,1,Male,61.82,Medium Risk
36.52,69.73,59.43,20.76,2.25,6,Other,49.17,High Risk
78.47,70.07,22.47,36.09,3.8,4,Female,66.17,Medium Risk
42.29,81.55,79.31,75.69,3.99,4,Female,75.07,Low Risk
53.88,91.57,87.42,72.75,3.53,5,Male,77.87,Low Risk
24.5,0.54,53.48,11.66,1.15,3,Female,23.19,High Risk
16.19,9.36,54.97,32.91,2.19,3,Male,32.79,High Risk
51.61,99.27,89.05,87.62,2.42,1,Female,74.38,Low Risk
31.11,55.19,82.81,72.31,3.45,7,Male,63.65,Medium Risk
78.5,33.86,93.4,81.37,3.66,5,Female,75.49,Low Risk
38.97,50.31,52.25,36.08,1.79,2,Other,44.24,High Risk
95.91,40.21,5.09,92.33,3.53,6,Female,68.69,Medium Risk
6.26,95.91,68.07,54.09,3.32,7,Female,59.82,Medium Risk
51.77,82.7,98.13,37.81,3.65,8,Other,72.69,Low Risk
31.26,66.32,23.71,32.34,3.44,3,Male,50.99,Medium Risk
20.94,22.56,77.91,28.59,0.29,2,Male,27.53,High Risk
78.09,67.99,77.32,96.75,2.34,3,Other,73.86,Low Risk
48.06,25.98,24.15,26.51,1.47,1,Other,34.0,High Risk
10.62,3.54,24.45,47.81,2.03,8,Male,26.89,High Risk
4.24,88.41,70.96,17.31,0.37,7,Male,34.29,High Risk
33.56,17.21,46.45,41.89,1.96,4,Other,37.33,High Risk
83.0,20.42,94.39,15.55,0.52,4,Other,44.58,High Risk
33.44,16.6,45.11,40.24,3.07,6,Other,43.67,High Risk
42.94,56.59,66.91,43.5,1.79,1,Other,49.8,High Risk
44.32,61.71,86.89,11.08,0.79,2,Female,43.05,High Risk
12.83,19.51,63.71,28.94,0.48,4,Male,24.01,High Risk
40.59,40.5,71.25,62.69,0.74,4,Male,42.96,High Risk
34.19,50.43,74.59,55.11,2.97,6,Female,56.65,Medium Risk
19.01,6.16,44.88,20.25,2.8,2,Female,33.25,High Risk
26.23,9.26,55.4,61.34,2.9,5,Female,44.05,High Risk
89.25,74.96,99.18,53.14,2.64,2,Male,76.65,Low Risk
88.7,92.66,66.02,19.74,0.34,4,Male,55.7,Medium Risk
18.85,49.46,57.42,93.34,2.62,4,Male,53.59,Medium Risk
78.98,91.57,93.57,86.36,1.7,3,Male,75.67,Low Risk
74.95,29.11,12.39,90.07,3.42,5,Male,61.3,Medium Risk
57.05,96.53,51.64,59.14,3.99,6,Other,75.12,Low Risk
42.55,75.77,39.97,45.3,2.42,8,Other,53.71,Medium Risk
79.84,90.86,73.11,62.68,1.71,2,Female,69.19,Medium Risk
86.02,56.1,40.17,73.68,2.11,4,Other,62.99,Medium Risk
93.3,80.44,46.74,78.48,0.07,6,Male,58.63,Medium Risk
50.46,59.95,33.59,71.03,3.12,5,Female,59.8,Medium Risk
82.89,84.43,3.41,6.95,2.68,7,Female,55.91,Medium Risk
61.5,89.03,60.26,69.45,1.46,3,Male,61.76,Medium Risk
41.11,86.47,50.87,51.7,0.02,8,Female,43.08,High Risk
99.93,62.58,49.71,91.76,3.32,7,Other,79.47,Low Risk
91.34,90.25,82.91,63.13,2.48,5,Female,78.29,Low Risk
72.32,67.96,92.99,73.53,3.02,6,Male,75.52,Low Risk
33.66,96.99,91.58,92.03,2.43,2,Male,70.54,Low Risk
77.53,57.76,25.98,87.54,0.04,2,Male,48.21,High Risk
61.52,86.88,36.17,54.91,2.06,5,Other,59.29,Medium Risk
70.62,8.14,47.0,2.82,2.7,1,Female,43.63,High Risk
73.12,34.93,48.75,15.7,3.9,6,Other,59.31,Medium Risk
40.93,92.1,69.8,89.68,3.71,5,Male,75.76,Low Risk
93.07,53.38,67.4,14.59,3.99,7,Other,71.18,Low Risk
46.23,88.92,94.13,21.95,0.4,8,Other,49.25,High Risk
63.74,96.09,42.86,97.33,2.67,7,Female,72.87,Low Risk
87.41,87.89,45.88,25.88,3.83,3,Male,74.13,Low Risk
83.59,7.51,73.98,98.84,3.39,1,Female,69.51,Medium Risk
94.22,25.06,80.1,66.74,2.13,1,Male,63.91,Medium Risk
93.29,97.9,86.05,64.45,3.25,1,Male,85.79,Low Risk
50.75,82.26,12.93,26.81,3.79,6,Female,58.79,Medium Risk
57.96,98.03,60.01,49.37,3.47,1,Other,72.19,Low Risk
8.36,39.03,25.77,16.99,3.81,2,Male,40.12,High Risk
81.57,38.33,77.25,80.27,0.44,8,Female,54.44,Medium Risk
79.25,91.43,62.7,53.08,2.79,4,Other,72.9,Low Risk
69.93,53.25,64.52,60.64,1.73,2,Female,57.72,Medium Risk
53.93,61.7,7.32,17.81,0.4,6,Other,32.09,High Risk
41.13,40.22,17.89,41.4,3.15,7,Other,46.91,High Risk
69.26,89.3,76.91,34.26,2.83,3,Female,69.54,Medium Risk
60.24,85.69,9.79,27.59,1.66,7,Male,48.18,High Risk
49.48,68.88,77.25,91.93,3.05,4,Female,70.59,Low Risk
20.29,90.96,57.22,45.77,2.99,1,Male,57.4,Medium Risk
77.4,43.89,85.86,69.74,0.38,5,Other,53.84,Medium Risk
52.22,89.12,74.91,95.12,3.86,5,Female,80.51,Low Risk
98.29,57.49,42.98,83.73,3.0,8,Male,73.83,Low Risk
18.54,46.38,28.94,79.61,3.63,5,Other,52.88,Medium Risk
49.49,76.36,33.33,38.28,3.46,5,Male,60.01,Medium Risk
9.01,71.7,25.02,87.64,1.24,5,Male,41.24,High Risk
81.63,67.54,37.07,92.28,3.44,3,Other,74.82,Low Risk
29.16,24.19,87.01,46.38,2.73,7,Other,49.2,High Risk
58.04,8.13,43.46,18.27,3.53,2,Female,47.46,High Risk
98.4,85.82,61.44,26.59,2.52,2,Other,70.72,Low Risk
74.52,63.0,85.11,15.52,2.94,1,Male,64.7,Medium Risk
47.83,51.46,88.67,81.78,0.96,8,Male,53.82,Medium Risk
42.37,93.01,50.24,97.11,1.04,8,Female,57.8,Medium Risk
0.24,61.85,24.38,37.52,2.83,4,Female,39.4,High Risk
20.74,56.01,53.66,82.86,0.56,1,Other,40.37,High Risk
31.76,7.81,2.98,34.65,0.08,6,Male,15.65,High Risk
84.88,15.54,60.66,44.47,1.77,4,Male,51.16,Medium Risk
53.63,23.78,82.85,97.01,1.84,8,Female,56.64,Medium Risk
57.46,83.17,63.4,76.88,2.92,7,Female,70.29,Low Risk
99.33,17.62,7.7,58.98,0.1,4,Male,38.98,High Risk
95.83,94.07,20.19,88.66,3.16,7,Female,78.85,Low Risk
86.08,34.23,65.9,40.26,0.62,3,Female,48.16,High Risk
37.24,88.34,41.56,59.85,3.5,4,Male,64.06,Medium Risk
44.21,59.32,83.25,99.33,1.29,2,Other,58.37,Medium Risk
36.18,8.76,11.8,96.19,3.63,4,Other,49.68,High Risk
36.08,5.53,35.74,26.48,2.44,4,Male,34.71,High Risk
29.69,94.89,91.63,48.09,1.31,4,Female,55.55,Medium Risk
57.18,15.36,73.98,7.5,2.92,2,Other,47.84,High Risk
22.43,86.85,69.03,5.67,1.76,3,Other,45.18,High Risk
39.16,83.8,54.47,56.46,1.44,3,Other,52.19,Medium Risk
70.81,63.42,87.27,69.8,3.25,2,Male,74.26,Low Risk
21.5,11.23,21.74,90.58,0.34,1,Male,26.59,High Risk
8.29,52.0,22.79,75.3,2.63,8,Other,43.62,High Risk
97.28,45.57,64.82,57.8,1.27,4,Male,59.76,Medium Risk
52.87,86.52,82.19,89.76,3.88,1,Other,80.56,Low Risk
78.22,74.8,81.51,44.82,3.28,3,Male,73.96,Low Risk
9.17,60.43,50.17,7.71,3.45,7,Male,44.62,High Risk
70.14,25.07,55.41,31.84,2.22,3,Female,49.51,High Risk
58.02,77.44,63.09,88.22,2.55,4,Female,68.63,Medium Risk
54.33,49.93,64.37,95.0,1.14,5,Other,54.6,Medium Risk
84.62,7.07,3.05,46.52,3.82,8,Male,53.88,Medium Risk
73.02,94.96,76.6,87.72,2.08,4,Other,74.89,Low Risk
1.39,22.97,13.18,67.77,0.49,3,Female,20.15,High Risk
73.9,40.64,14.85,23.0,3.18,8,Female,52.16,Medium Risk
17.58,22.09,20.07,0.09,1.9,4,Male,23.71,High Risk
94.0,88.8,77.74,51.77,1.96,4,Female,72.94,Low Risk
97.72,67.85,15.88,51.43,3.61,5,Female,70.66,Low Risk
93.17,53.04,17.82,64.59,0.77,2,Male,51.07,Medium Risk
13.17,79.6,80.45,64.44,1.12,4,Other,47.95,High Risk
0.85,5.61,41.7,67.6,1.9,7,Other,29.6,High Risk
62.27,51.43,71.11,50.39,3.62,8,Male,66.7,Medium Risk
67.79,45.8,94.99,48.52,3.85,4,Female,71.7,Low Risk
92.57,16.19,87.93,65.05,2.31,3,Other,63.77,Medium Risk
85.87,24.3,36.09,71.46,0.63,6,Male,46.4,High Risk
86.09,1.57,89.85,79.19,0.3,1,Female,49.07,High Risk
23.32,73.67,10.41,2.67,0.11,7,Female,23.21,High Risk
70.03,31.24,83.23,80.48,1.55,8,Male,58.0,Medium Risk
99.88,61.35,88.98,90.86,3.17,3,Female,84.03,Low Risk
87.54,55.76,94.14,72.92,2.93,1,Female,76.41,Low Risk
44.05,83.56,60.56,6.87,1.77,3,Male,48.9,High Risk
73.99,98.86,65.66,61.83,3.06,5,Female,76.52,Low Risk
43.37,84.56,15.53,56.77,2.47,7,Other,54.04,Medium Risk
86.71,24.7,41.55,36.79,3.59,8,Female,60.81,Medium Risk
94.54,90.87,45.17,76.55,3.93,3,Other,84.63,Low Risk
97.7,21.22,69.09,63.65,2.52,2,Male,64.33,Medium Risk
12.9,15.23,63.23,39.29,3.69,6,Male,44.71,High Risk
82.53,96.38,60.53,37.64,2.87,5,Other,72.57,Low Risk
79.6,80.17,94.36,83.87,2.38,3,Other,77.54,Low Risk
49.76,92.96,83.38,72.37,3.93,5,Male,78.96,Low Risk
71.34,63.99,80.59,76.57,2.93,1,Male,72.52,Low Risk
19.31,16.55,58.64,44.93,2.28,4,Other,37.92,High Risk
94.18,39.7,56.17,81.03,3.41,2,Other,73.38,Low Risk
94.55,38.08,13.49,10.92,0.03,7,Other,35.1,High Risk
77.36,83.82,94.2,6.34,3.2,1,Other,71.19,Low Risk
53.38,44.87,38.59,4.64,3.64,4,Female,51.55,Medium Risk
73.49,20.24,69.48,86.07,0.53,8,Female,49.07,High Risk
93.4,93.13,44.01,98.59,1.46,8,Female,72.49,Low Risk
85.33,51.96,78.81,80.12,3.85,7,Other,79.63,Low Risk
80.35,79.28,66.48,89.42,3.35,5,Male,80.27,Low Risk
79.93,50.64,45.26,42.05,2.43,2,Other,58.39,Medium Risk
7.41,44.68,40.9,8.67,0.89,3,Female,23.79,High Risk
65.87,60.14,81.53,6.83,2.76,8,Other,59.0,Medium Risk
93.13,86.06,62.34,89.11,3.95,2,Male,87.9,Low Risk
65.54,26.37,99.14,81.77,3.41,7,Female,70.11,Low Risk
77.96,96.37,65.58,59.79,3.62,7,Male,80.19,Low Risk
8.73,4.28,63.7,15.0,2.1,6,Male,27.97,High Risk
95.74,56.71,73.26,18.77,3.66,5,Male,71.96,Low Risk
80.9,83.89,79.49,20.82,2.53,6,Other,67.86,Medium Risk
46.16,10.75,23.02,40.75,1.3,7,Other,31.38,High Risk
39.45,73.78,25.75,75.23,2.02,5,Other,52.39,Medium Risk
95.66,5.83,88.04,92.85,3.87,3,Female,76.4,Low Risk
39.1,76.24,30.0,20.81,2.18,6,Male,46.27,High Risk
56.33,29.46,2.28,61.44,3.3,2,Female,50.16,Medium Risk
84.1,97.33,10.39,33.84,3.89,6,Other,71.44,Low Risk
60.32,39.46,98.8,87.99,3.28,1,Male,71.49,Low Risk
15.02,96.78,57.21,25.92,3.11,1,Male,55.02,Medium Risk
50.37,31.79,88.74,18.94,0.88,6,Other,40.6,High Risk
6.52,93.21,50.17,50.38,3.69,7,Female,58.42,Medium Risk
39.9,34.14,3.89,8.17,0.22,4,Female,19.99,High Risk
74.22,11.99,80.74,64.75,1.36,1,Other,51.28,Medium Risk
